flight date,airline,flight_num,class,from,dep_time,to,arr_time,duration,price,stops,Unnamed: 11,Unnamed: 12
01-07-2023,Air India,AI-9927,economy,Bangalore,18:15,Chennai,08:00,13h 45m,"8,678",1-stop,,
01-07-2023,Vistara,UK-852,economy,Bangalore,09:30,Chennai,20:15,10h 45m,"16,195",1-stop,,
01-07-2023,Vistara,UK-854,business,Bangalore,18:25,Chennai,23:05,04h 40m,"44,944",1-stop,,
01-07-2023,Vistara,UK-808,economy,Bangalore,08:00,Chennai,20:15,12h 15m,"12,579",1-stop,,
01-07-2023,Indigo,6E-541,economy,Bangalore,09:20,Chennai,10:25,01h 05m,"3,533",non-stop,,
01-07-2023,Air India,AI-505,economy,Bangalore,10:25,Chennai,23:35,13h 10m,"14,669",1-stop,,
01-07-2023,Vistara,UK-864,business,Bangalore,19:00,Chennai,08:50,13h 50m,"44,944",1-stop,,
01-07-2023,Vistara,UK-858,economy,Bangalore,06:40,Chennai,08:50,26h 10m,"9,514",1-stop,,
01-07-2023,Vistara,UK-852,economy,Bangalore,09:30,Delhi,16:55,07h 25m,"10,957",1-stop,,
01-07-2023,Air India,AI-610,economy,Bangalore,19:10,Delhi,18:15,23h 05m,"10,851",1-stop,,
01-07-2023,AirAsia,I5-410,economy,Bangalore,07:20,Delhi,14:55,07h 35m,"7,559",1-stop,,
01-07-2023,AirAsia,I5-2472,economy,Bangalore,06:30,Delhi,22:40,16h 10m,"7,559",1-stop,,
01-07-2023,Air India,AI-9517,economy,Bangalore,18:50,Delhi,18:30,23h 40m,"10,003",1-stop,,
01-07-2023,Air India,AI-501,business,Bangalore,13:20,Delhi,15:55,02h 35m,"33,417",non-stop,,
01-07-2023,Air India,AI-640,economy,Bangalore,06:45,Delhi,18:15,11h 30m,"10,851",1-stop,,
01-07-2023,Vistara,UK-850,business,Bangalore,19:55,Delhi,08:05,12h 10m,"43,159",1-stop,,
01-07-2023,Vistara,UK-850,economy,Bangalore,19:55,Hyderabad,20:55,25h 00m,"7,891",1-stop,,
01-07-2023,Indigo,6E-841,economy,Bangalore,14:50,Hyderabad,23:55,09h 05m,"4,381",1-stop,,
01-07-2023,Indigo,6E-855,economy,Bangalore,20:15,Hyderabad,21:30,01h 15m,"4,593",non-stop,,
01-07-2023,Vistara,UK-818,economy,Bangalore,19:40,Hyderabad,09:40,14h 00m,"11,317",1-stop,,
01-07-2023,Vistara,UK-810,business,Bangalore,07:00,Hyderabad,22:55,15h 55m,"57,437",1-stop,,
01-07-2023,Vistara,UK-814,business,Bangalore,21:10,Hyderabad,09:40,12h 30m,"57,437",1-stop,,
01-07-2023,Air India,AI-808,economy,Bangalore,21:00,Hyderabad,11:55,14h 55m,"13,609",1-stop,,
01-07-2023,Indigo,6E-7257,economy,Bangalore,10:25,Hyderabad,15:10,04h 45m,"5,543",1-stop,,
01-07-2023,Vistara,UK-866,business,Bangalore,21:40,Kolkata,19:55,22h 15m,"52,594",1-stop,,
01-07-2023,Vistara,UK-818,business,Bangalore,19:40,Kolkata,19:35,23h 55m,"63,121",1-stop,,
01-07-2023,Air India,AI-9876,economy,Bangalore,15:15,Kolkata,08:05,16h 50m,"10,109","1-stop
												Via KLH
												",,
01-07-2023,AirAsia,I5-996,economy,Bangalore,19:25,Kolkata,07:10,11h 45m,"5,228",1-stop,,
01-07-2023,Vistara,UK-854,economy,Bangalore,18:25,Kolkata,09:40,15h 15m,"12,534",1-stop,,
01-07-2023,Vistara,UK-897,economy,Bangalore,07:55,Kolkata,19:55,12h 00m,"15,601",2+-stop,,
01-07-2023,Air India,AI-640,business,Bangalore,06:45,Kolkata,23:40,16h 55m,"52,594",1-stop,,
01-07-2023,AirAsia,I5-592,economy,Bangalore,21:10,Kolkata,23:50,02h 40m,"5,231",non-stop,,
01-07-2023,Vistara,UK-852,economy,Bangalore,09:30,Mumbai,11:25,01h 55m,"5,337",non-stop,,
01-07-2023,Air India,AI-501,business,Bangalore,13:20,Mumbai,22:10,08h 50m,"55,504",1-stop,,
01-07-2023,Indigo,6E-484,economy,Bangalore,07:10,Mumbai,12:15,05h 05m,"5,230",1-stop,,
01-07-2023,Air India,AI-9517,economy,Bangalore,18:50,Mumbai,12:50,18h 00m,"11,660",2+-stop,,
01-07-2023,Vistara,UK-812,economy,Bangalore,09:45,Mumbai,21:35,11h 50m,"16,057",1-stop,,
01-07-2023,Air India,AI-748,business,Bangalore,02:40,Mumbai,20:05,17h 25m,"56,899",1-stop,,
01-07-2023,Vistara,UK-812,business,Bangalore,09:45,Mumbai,17:40,07h 55m,"68,009",1-stop,,
01-07-2023,Air India,AI-503,business,Bangalore,17:50,Mumbai,11:15,17h 25m,"55,504",1-stop,,
01-07-2023,Vistara,UK-836,economy,Chennai,10:45,Bangalore,11:50,25h 05m,"12,441",1-stop,,
01-07-2023,Air India,AI-538,economy,Chennai,20:20,Bangalore,20:05,23h 45m,"15,911",1-stop,,
01-07-2023,Air India,AI-538,economy,Chennai,20:20,Bangalore,16:15,19h 55m,"15,911",1-stop,,
01-07-2023,Vistara,UK-836,business,Chennai,10:45,Bangalore,18:50,08h 05m,"61,164",1-stop,,
01-07-2023,Vistara,UK-828,economy,Chennai,07:00,Bangalore,22:50,15h 50m,"9,377",1-stop,,
01-07-2023,Vistara,UK-838,business,Chennai,21:05,Bangalore,18:50,21h 45m,"61,164",1-stop,,
01-07-2023,Vistara,UK-824,economy,Chennai,20:30,Bangalore,20:55,24h 25m,"9,827",1-stop,,
01-07-2023,Air India,AI-569,economy,Chennai,06:20,Bangalore,21:55,15h 35m,"24,448",1-stop,,
01-07-2023,SpiceJet,SG-329,economy,Chennai,14:10,Delhi,16:35,26h 25m,"7,426",1-stop,,
01-07-2023,AirAsia,I5-1229,economy,Chennai,16:05,Delhi,00:35,08h 30m,"7,427",1-stop,,
01-07-2023,Vistara,UK-824,economy,Chennai,20:30,Delhi,14:05,17h 35m,"11,669",1-stop,,
01-07-2023,Indigo,6E-847,economy,Chennai,16:30,Delhi,22:10,05h 40m,"7,956",1-stop,,
01-07-2023,Vistara,UK-826,economy,Chennai,12:30,Delhi,20:40,08h 10m,"11,562",1-stop,,
01-07-2023,Vistara,UK-828,economy,Chennai,07:00,Delhi,20:40,13h 40m,"11,669",1-stop,,
01-07-2023,Vistara,UK-826,economy,Chennai,12:30,Delhi,21:35,09h 05m,"16,301",1-stop,,
01-07-2023,Vistara,UK-832,business,Chennai,06:55,Delhi,09:45,02h 50m,"28,209",non-stop,,
01-07-2023,Indigo,6E-847,economy,Chennai,16:30,Hyderabad,21:30,05h 00m,"4,244",1-stop,,
01-07-2023,Vistara,UK-828,business,Chennai,07:00,Hyderabad,12:15,05h 15m,"41,680",1-stop,,
01-07-2023,Vistara,UK-836,economy,Chennai,10:45,Hyderabad,09:40,22h 55m,"11,180",1-stop,,
01-07-2023,Vistara,UK-826,business,Chennai,12:30,Hyderabad,07:50,19h 20m,"45,613",1-stop,,
01-07-2023,Vistara,UK-826,economy,Chennai,12:30,Hyderabad,20:55,08h 25m,"13,120",1-stop,,
01-07-2023,Indigo,6E-193,economy,Chennai,19:40,Hyderabad,20:55,01h 15m,"4,562",non-stop,,
01-07-2023,Vistara,UK-838,economy,Chennai,21:05,Hyderabad,09:40,12h 35m,"11,180",1-stop,,
01-07-2023,Air India,AI-430,economy,Chennai,09:55,Hyderabad,23:35,13h 40m,"15,274",2+-stop,,
01-07-2023,Air India,AI-538,economy,Chennai,20:20,Kolkata,22:20,26h 00m,"14,850",2+-stop,,
01-07-2023,Vistara,UK-826,economy,Chennai,12:30,Kolkata,16:50,28h 20m,"15,698",1-stop,,
01-07-2023,Vistara,UK-828,economy,Chennai,07:00,Kolkata,09:40,26h 40m,"13,253",1-stop,,
01-07-2023,Vistara,UK-822,economy,Chennai,09:45,Kolkata,16:50,07h 05m,"14,154",1-stop,,
01-07-2023,Indigo,6E-6137,economy,Chennai,09:00,Kolkata,14:25,05h 25m,"9,556",1-stop,,
01-07-2023,Vistara,UK-836,business,Chennai,10:45,Kolkata,08:35,21h 50m,"57,117",1-stop,,
01-07-2023,Indigo,6E-591,economy,Chennai,11:50,Kolkata,19:15,07h 25m,"12,012",1-stop,,
01-07-2023,Vistara,UK-828,business,Chennai,07:00,Kolkata,19:55,12h 55m,"72,999",1-stop,,
01-07-2023,Vistara,UK-836,business,Chennai,10:45,Mumbai,19:05,08h 20m,"58,254",1-stop,,
01-07-2023,Air India,AI-539,business,Chennai,17:00,Mumbai,18:00,25h 00m,"79,728",1-stop,,
01-07-2023,Vistara,UK-838,economy,Chennai,21:05,Mumbai,19:05,22h 00m,"11,180",1-stop,,
01-07-2023,Vistara,UK-832,business,Chennai,06:55,Mumbai,16:30,09h 35m,"58,368",1-stop,,
01-07-2023,Vistara,UK-838,business,Chennai,21:05,Mumbai,17:40,20h 35m,"62,801",1-stop,,
01-07-2023,Vistara,UK-832,business,Chennai,06:55,Mumbai,20:05,13h 10m,"65,075",1-stop,,
01-07-2023,Vistara,UK-836,economy,Chennai,10:45,Mumbai,19:05,08h 20m,"11,180",1-stop,,
01-07-2023,Air India,AI-440,economy,Chennai,06:10,Mumbai,09:05,26h 55m,"11,683",1-stop,,
01-07-2023,SpiceJet,SG-8645,economy,Delhi,16:20,Bangalore,09:00,16h 40m,"12,273",1-stop,,
01-07-2023,Vistara,UK-943,business,Delhi,07:30,Bangalore,19:15,11h 45m,"63,670",1-stop,,
01-07-2023,AirAsia,I5-744,economy,Delhi,09:25,Bangalore,14:40,05h 15m,"7,497",1-stop,,
01-07-2023,Vistara,UK-951,economy,Delhi,14:20,Bangalore,20:55,06h 35m,"10,787",1-stop,,
01-07-2023,Indigo,6E-788,economy,Delhi,13:40,Bangalore,23:30,09h 50m,"14,658",1-stop,,
01-07-2023,Air India,AI-401,economy,Delhi,06:50,Bangalore,20:50,14h 00m,"12,059",1-stop,,
01-07-2023,Indigo,6E-6205,economy,Delhi,12:55,Bangalore,20:45,07h 50m,"9,832",1-stop,,
01-07-2023,Air India,AI-504,business,Delhi,21:15,Bangalore,00:10,02h 55m,"33,352",non-stop,,
01-07-2023,Vistara,UK-995,business,Delhi,10:20,Chennai,19:55,09h 35m,"58,862",1-stop,,
01-07-2023,Indigo,6E-152,economy,Delhi,10:15,Chennai,21:05,10h 50m,"14,583",2+-stop,,
01-07-2023,Vistara,UK-819,business,Delhi,14:15,Chennai,23:05,08h 50m,"77,834",2+-stop,,
01-07-2023,Vistara,UK-995,economy,Delhi,10:20,Chennai,19:55,09h 35m,"11,635",1-stop,,
01-07-2023,Air India,AI-429,economy,Delhi,09:50,Chennai,12:40,02h 50m,"7,499",non-stop,,
01-07-2023,Air India,AI-542,economy,Delhi,09:45,Chennai,08:00,22h 15m,"9,938",1-stop,,
01-07-2023,Indigo,6E-954,economy,Delhi,18:45,Chennai,21:45,03h 00m,"7,499",non-stop,,
01-07-2023,Indigo,6E-2026,economy,Delhi,08:20,Chennai,15:55,07h 35m,"8,030",1-stop,,
01-07-2023,Vistara,UK-953,economy,Delhi,20:40,Hyderabad,07:50,11h 10m,"9,938",1-stop,,
01-07-2023,Indigo,6E-2348,economy,Delhi,19:30,Hyderabad,21:50,02h 20m,"6,015",non-stop,,
01-07-2023,Air India,AI-837,economy,Delhi,18:20,Hyderabad,20:35,02h 15m,"6,015",non-stop,,
01-07-2023,Air India,AI-665,economy,Delhi,08:00,Hyderabad,21:35,13h 35m,"9,938",1-stop,,
01-07-2023,Air India,AI-762,business,Delhi,20:15,Hyderabad,21:15,25h 00m,"48,119",1-stop,,
01-07-2023,Air India,AI-506,business,Delhi,09:45,Hyderabad,08:50,23h 05m,"45,071",1-stop,,
01-07-2023,Vistara,UK-817,economy,Delhi,16:05,Hyderabad,20:55,04h 50m,"11,423",1-stop,,
01-07-2023,AirAsia,I5-783,economy,Delhi,07:10,Hyderabad,15:35,08h 25m,"6,013",2+-stop,,
01-07-2023,AirAsia,I5-1529,economy,Delhi,09:35,Kolkata,16:15,06h 40m,"6,013",1-stop,,
01-07-2023,Air India,AI-762,business,Delhi,20:15,Kolkata,22:20,02h 05m,"28,396",non-stop,,
01-07-2023,Air India,AI-678,economy,Delhi,09:00,Kolkata,08:50,23h 50m,"13,544",1-stop,,
01-07-2023,Vistara,UK-993,business,Delhi,12:50,Kolkata,19:55,07h 05m,"83,791",1-stop,,
01-07-2023,Vistara,UK-637,business,Delhi,17:10,Kolkata,09:40,16h 30m,"68,650",2+-stop,,
01-07-2023,GO FIRST,G8-103,economy,Delhi,19:25,Kolkata,21:45,02h 20m,"6,014",non-stop,,
01-07-2023,Vistara,UK-963,economy,Delhi,08:50,Kolkata,19:55,11h 05m,"14,499",1-stop,,
01-07-2023,Indigo,6E-2517,economy,Delhi,19:45,Kolkata,21:55,02h 10m,"6,015",non-stop,,
01-07-2023,Vistara,UK-801,business,Delhi,09:05,Mumbai,20:45,11h 40m,"53,961",1-stop,,
01-07-2023,Air India,AI-453,economy,Delhi,04:55,Mumbai,15:00,10h 05m,"12,019",1-stop,,
01-07-2023,Vistara,UK-859,economy,Delhi,10:25,Mumbai,23:00,12h 35m,"9,938",1-stop,,
01-07-2023,Vistara,UK-801,economy,Delhi,09:05,Mumbai,20:15,11h 10m,"12,272",1-stop,,
01-07-2023,AirAsia,I5-773,economy,Delhi,20:00,Mumbai,07:40,11h 40m,"6,008",1-stop,,
01-07-2023,Vistara,UK-737,economy,Delhi,15:55,Mumbai,23:30,07h 35m,"13,226",1-stop,,
01-07-2023,Air India,AI-540,economy,Delhi,20:40,Mumbai,17:05,20h 25m,"21,392",1-stop,,
01-07-2023,Vistara,UK-859,business,Delhi,10:25,Mumbai,10:00,23h 35m,"41,900",1-stop,,
01-07-2023,Vistara,UK-830,economy,Hyderabad,10:20,Bangalore,17:00,06h 40m,"12,153",1-stop,,
01-07-2023,Indigo,6E-7298,economy,Hyderabad,13:55,Bangalore,23:40,09h 45m,"5,659",1-stop,,
01-07-2023,Vistara,UK-659,economy,Hyderabad,11:00,Bangalore,20:25,09h 25m,"16,374",2+-stop,,
01-07-2023,Vistara,UK-830,business,Hyderabad,10:20,Bangalore,23:20,13h 00m,"57,553",1-stop,,
01-07-2023,Air India,AI-840,economy,Hyderabad,20:50,Bangalore,12:30,15h 40m,"13,300",1-stop,,
01-07-2023,Vistara,UK-878,business,Hyderabad,12:55,Bangalore,17:45,04h 50m,"44,468",1-stop,,
01-07-2023,Vistara,UK-860,economy,Hyderabad,06:50,Bangalore,22:40,15h 50m,"12,785",1-stop,,
01-07-2023,Air India,AI-525,economy,Hyderabad,06:00,Bangalore,20:50,14h 50m,"15,103",1-stop,,
01-07-2023,Vistara,UK-880,economy,Hyderabad,13:25,Chennai,22:45,09h 20m,"11,612",1-stop,,
01-07-2023,Vistara,UK-874,economy,Hyderabad,08:30,Chennai,11:50,27h 20m,"11,117",1-stop,,
01-07-2023,Indigo,6E-371,economy,Hyderabad,18:15,Chennai,23:45,05h 30m,"5,272",1-stop,,
01-07-2023,Vistara,UK-830,business,Hyderabad,10:20,Chennai,20:15,09h 55m,"52,483",1-stop,,
01-07-2023,Vistara,UK-880,economy,Hyderabad,13:25,Chennai,09:55,20h 30m,"11,612",1-stop,,
01-07-2023,AirAsia,I5-974,economy,Hyderabad,22:10,Chennai,08:30,10h 20m,"4,496",1-stop,,
01-07-2023,Vistara,UK-878,business,Hyderabad,12:55,Chennai,11:50,22h 55m,"41,934",1-stop,,
01-07-2023,Air India,AI-541,economy,Hyderabad,16:15,Chennai,12:40,20h 25m,"13,300",1-stop,,
01-07-2023,Vistara,UK-898,economy,Hyderabad,07:40,Delhi,20:30,12h 50m,"11,603",1-stop,,
01-07-2023,Vistara,UK-874,economy,Hyderabad,08:30,Delhi,14:05,05h 35m,"10,118",1-stop,,
01-07-2023,Indigo,6E-7136,economy,Hyderabad,11:05,Delhi,16:25,05h 20m,"14,096",1-stop,,
01-07-2023,Vistara,UK-876,business,Hyderabad,21:35,Delhi,14:30,16h 55m,"52,153",1-stop,,
01-07-2023,Air India,AI-9875,economy,Hyderabad,11:00,Delhi,23:55,12h 55m,"11,603","1-stop
												Via KLH
												",,
01-07-2023,Vistara,UK-874,business,Hyderabad,08:30,Delhi,00:55,16h 25m,"40,148",1-stop,,
01-07-2023,Vistara,UK-894,economy,Hyderabad,18:30,Delhi,14:10,19h 40m,"11,603",1-stop,,
01-07-2023,Indigo,6E-913,economy,Hyderabad,11:35,Delhi,20:25,08h 50m,"13,602",1-stop,,
01-07-2023,Air India,AI-541,economy,Hyderabad,16:15,Kolkata,19:10,26h 55m,"11,815",1-stop,,
01-07-2023,Indigo,6E-7224,economy,Hyderabad,16:55,Kolkata,22:45,05h 50m,"5,346",1-stop,,
01-07-2023,Vistara,UK-890,business,Hyderabad,17:40,Kolkata,09:35,15h 55m,"52,596",1-stop,,
01-07-2023,Air India,AI-543,economy,Hyderabad,11:20,Kolkata,09:00,21h 40m,"12,239",1-stop,,
01-07-2023,Indigo,6E-283,economy,Hyderabad,17:15,Kolkata,19:15,02h 00m,"7,255",non-stop,,
01-07-2023,Air India,AI-525,economy,Hyderabad,06:00,Kolkata,08:05,02h 05m,"9,482",non-stop,,
01-07-2023,Air India,AI-541,business,Hyderabad,16:15,Kolkata,09:00,16h 45m,"52,483",1-stop,,
01-07-2023,Air India,AI-559,economy,Hyderabad,06:30,Kolkata,19:10,12h 40m,"13,088",1-stop,,
01-07-2023,Vistara,UK-830,business,Hyderabad,10:20,Mumbai,22:50,12h 30m,"46,685",1-stop,,
01-07-2023,Vistara,UK-870,business,Hyderabad,20:35,Mumbai,15:00,18h 25m,"59,190",1-stop,,
01-07-2023,Air India,AI-543,economy,Hyderabad,11:20,Mumbai,09:05,21h 45m,"7,852",1-stop,,
01-07-2023,GO FIRST,G8-504,economy,Hyderabad,10:35,Mumbai,23:30,12h 55m,"4,497",1-stop,,
01-07-2023,Vistara,UK-870,economy,Hyderabad,20:35,Mumbai,17:40,21h 05m,"10,170",1-stop,,
01-07-2023,Air India,AI-9921,economy,Hyderabad,17:45,Mumbai,10:10,16h 25m,"11,809",2+-stop,,
01-07-2023,Air India,AI-559,business,Hyderabad,06:30,Mumbai,18:00,11h 30m,"46,571",1-stop,,
01-07-2023,GO FIRST,G8-424,economy,Hyderabad,06:30,Mumbai,16:35,10h 05m,"4,497",1-stop,,
01-07-2023,Vistara,UK-738,economy,Kolkata,18:45,Bangalore,18:50,24h 05m,"12,513",1-stop,,
01-07-2023,Indigo,6E-716,economy,Kolkata,21:20,Bangalore,00:05,02h 45m,"6,554",non-stop,,
01-07-2023,Vistara,UK-772,business,Kolkata,10:25,Bangalore,10:45,24h 20m,"58,869",1-stop,,
01-07-2023,Indigo,6E-134,economy,Kolkata,23:35,Bangalore,02:20,02h 45m,"6,554",non-stop,,
01-07-2023,Vistara,UK-708,business,Kolkata,20:25,Bangalore,10:50,14h 25m,"61,893",1-stop,,
01-07-2023,Vistara,UK-708,economy,Kolkata,20:25,Bangalore,17:00,20h 35m,"11,792",1-stop,,
01-07-2023,Vistara,UK-772,economy,Kolkata,10:25,Bangalore,22:50,12h 25m,"12,288",1-stop,,
01-07-2023,SpiceJet,SG-406,economy,Kolkata,20:30,Bangalore,23:10,02h 40m,"6,553",non-stop,,
01-07-2023,Vistara,UK-776,economy,Kolkata,17:35,Chennai,23:05,05h 30m,"14,766",1-stop,,
01-07-2023,Air India,AI-424,economy,Kolkata,13:30,Chennai,12:40,23h 10m,"13,659","1-stop
												Via Bhubaneswar
												",,
01-07-2023,Air India,AI-402,business,Kolkata,10:25,Chennai,12:40,26h 15m,"56,823",1-stop,,
01-07-2023,Vistara,UK-738,business,Kolkata,18:45,Chennai,09:55,15h 10m,"56,823",1-stop,,
01-07-2023,Vistara,UK-776,business,Kolkata,17:35,Chennai,19:55,26h 20m,"56,335",1-stop,,
01-07-2023,Vistara,UK-706,economy,Kolkata,10:15,Chennai,20:15,10h 00m,"13,144",1-stop,,
01-07-2023,Indigo,6E-417,economy,Kolkata,15:00,Chennai,17:20,02h 20m,"7,614",non-stop,,
01-07-2023,Indigo,6E-6172,economy,Kolkata,23:20,Chennai,07:45,08h 25m,"6,554",1-stop,,
01-07-2023,Indigo,6E-2127,economy,Kolkata,01:15,Delhi,03:45,02h 30m,"6,554",non-stop,,
01-07-2023,Air India,AI-526,economy,Kolkata,19:00,Delhi,18:30,23h 30m,"13,871",1-stop,,
01-07-2023,Air India,AI-424,economy,Kolkata,13:30,Delhi,20:55,07h 25m,"6,554",2+-stop,,
01-07-2023,Air India,AI-526,business,Kolkata,19:00,Delhi,23:00,28h 00m,"44,569",1-stop,,
01-07-2023,Vistara,UK-772,business,Kolkata,10:25,Delhi,19:45,09h 20m,"84,902",1-stop,,
01-07-2023,SpiceJet,SG-3229,economy,Kolkata,14:00,Delhi,14:25,24h 25m,"11,007",1-stop,,
01-07-2023,Vistara,UK-774,economy,Kolkata,20:35,Delhi,14:05,17h 30m,"13,659",1-stop,,
01-07-2023,Air India,AI-573,business,Kolkata,18:15,Delhi,15:55,21h 40m,"58,808",1-stop,,
01-07-2023,Vistara,UK-706,business,Kolkata,10:15,Hyderabad,20:55,10h 40m,"94,770",1-stop,,
01-07-2023,Air India,AI-765,economy,Kolkata,20:45,Hyderabad,09:55,13h 10m,"10,478",1-stop,,
01-07-2023,Air India,AI-676,economy,Kolkata,09:40,Hyderabad,21:35,11h 55m,"12,387",1-stop,,
01-07-2023,Vistara,UK-706,economy,Kolkata,10:15,Hyderabad,17:00,06h 45m,"11,792",1-stop,,
01-07-2023,Vistara,UK-708,business,Kolkata,20:25,Hyderabad,17:00,20h 35m,"52,958",1-stop,,
01-07-2023,Vistara,UK-720,economy,Kolkata,07:10,Hyderabad,12:35,05h 25m,"13,234",1-stop,,
01-07-2023,Indigo,6E-822,economy,Kolkata,11:35,Hyderabad,17:50,06h 15m,"11,523",1-stop,,
01-07-2023,Vistara,UK-776,business,Kolkata,17:35,Hyderabad,07:50,14h 15m,"53,878",1-stop,,
01-07-2023,Vistara,UK-706,business,Kolkata,10:15,Mumbai,18:20,08h 05m,"91,473",1-stop,,
01-07-2023,Air India,AI-402,economy,Kolkata,10:25,Mumbai,16:25,30h 00m,"12,731",2+-stop,,
01-07-2023,Vistara,UK-706,business,Kolkata,10:15,Mumbai,19:05,08h 50m,"77,171",1-stop,,
01-07-2023,Air India,AI-424,economy,Kolkata,13:30,Mumbai,23:25,33h 55m,"11,436",2+-stop,,
01-07-2023,Vistara,UK-706,economy,Kolkata,10:15,Mumbai,20:45,10h 30m,"17,916",1-stop,,
01-07-2023,GO FIRST,G8-227,economy,Kolkata,06:00,Mumbai,12:50,06h 50m,"8,038",1-stop,,
01-07-2023,Vistara,UK-720,business,Kolkata,07:10,Mumbai,19:05,11h 55m,"58,983",1-stop,,
01-07-2023,Vistara,UK-738,business,Kolkata,18:45,Mumbai,21:35,26h 50m,"60,143",1-stop,,
01-07-2023,Vistara,UK-857,economy,Mumbai,21:00,Bangalore,22:50,01h 50m,"5,154",non-stop,,
01-07-2023,Vistara,UK-970,business,Mumbai,08:45,Bangalore,23:20,14h 35m,"89,190",1-stop,,
01-07-2023,Indigo,6E-5217,economy,Mumbai,16:20,Bangalore,20:45,04h 25m,"5,154",1-stop,,
01-07-2023,Vistara,UK-944,economy,Mumbai,14:40,Bangalore,23:20,08h 40m,"11,240",1-stop,,
01-07-2023,Air India,AI-809,business,Mumbai,10:00,Bangalore,16:15,06h 15m,"55,427",1-stop,,
01-07-2023,Indigo,6E-179,economy,Mumbai,11:30,Bangalore,16:00,04h 30m,"15,919",1-stop,,
01-07-2023,Air India,AI-635,economy,Mumbai,07:05,Bangalore,00:10,17h 05m,"9,293","1-stop
												Via IDR
												",,
01-07-2023,Air India,AI-806,business,Mumbai,08:00,Bangalore,00:10,16h 10m,"55,427",1-stop,,
01-07-2023,Indigo,6E-5398,economy,Mumbai,09:15,Chennai,15:15,06h 00m,"8,071",1-stop,,
01-07-2023,Air India,AI-774,economy,Mumbai,20:55,Chennai,17:05,20h 10m,"13,532",1-stop,,
01-07-2023,Indigo,6E-5317,economy,Mumbai,14:25,Chennai,23:50,09h 25m,"10,934",1-stop,,
01-07-2023,Vistara,UK-988,business,Mumbai,20:55,Chennai,09:55,13h 00m,"62,862",1-stop,,
01-07-2023,Indigo,6E-219,economy,Mumbai,14:20,Chennai,23:45,09h 25m,"8,283",1-stop,,
01-07-2023,Air India,AI-675,economy,Mumbai,06:10,Chennai,10:40,28h 30m,"23,650",1-stop,,
01-07-2023,Air India,AI-888,business,Mumbai,19:00,Chennai,12:40,17h 40m,"50,357",1-stop,,
01-07-2023,Vistara,UK-958,economy,Mumbai,12:25,Chennai,20:15,07h 50m,"11,240",1-stop,,
01-07-2023,Vistara,UK-851,business,Mumbai,07:00,Delhi,12:40,05h 40m,"53,949",1-stop,,
01-07-2023,Vistara,UK-910,business,Mumbai,17:35,Delhi,19:45,02h 10m,"47,254",non-stop,,
01-07-2023,Vistara,UK-988,economy,Mumbai,20:55,Delhi,23:00,02h 05m,"6,002",non-stop,,
01-07-2023,Air India,AI-667,economy,Mumbai,17:20,Delhi,00:30,07h 10m,"16,395",1-stop,,
01-07-2023,SpiceJet,SG-343,economy,Mumbai,09:15,Delhi,15:00,05h 45m,"14,673",1-stop,,
01-07-2023,Vistara,UK-873,economy,Mumbai,06:20,Delhi,22:50,16h 30m,"9,926",1-stop,,
01-07-2023,Air India,AI-669,business,Mumbai,12:00,Delhi,20:55,08h 55m,"40,445",1-stop,,
01-07-2023,Air India,AI-607,business,Mumbai,16:45,Delhi,08:55,16h 10m,"53,949",1-stop,,
01-07-2023,Indigo,6E-5371,economy,Mumbai,19:55,Hyderabad,21:25,01h 30m,"4,306",non-stop,,
01-07-2023,Vistara,UK-910,economy,Mumbai,17:35,Hyderabad,09:40,16h 05m,"9,978",1-stop,,
01-07-2023,GO FIRST,G8-390,economy,Mumbai,05:45,Hyderabad,15:25,09h 40m,"4,305",1-stop,,
01-07-2023,Air India,AI-687,business,Mumbai,16:00,Hyderabad,10:30,18h 30m,"46,378",1-stop,,
01-07-2023,Vistara,UK-994,economy,Mumbai,10:25,Hyderabad,17:00,06h 35m,"10,699",1-stop,,
01-07-2023,Vistara,UK-863,economy,Mumbai,09:05,Hyderabad,09:05,24h 00m,"9,078",1-stop,,
01-07-2023,Vistara,UK-875,business,Mumbai,19:20,Hyderabad,20:55,01h 35m,"17,868",non-stop,,
01-07-2023,Air India,AI-635,business,Mumbai,07:05,Hyderabad,23:35,16h 30m,"46,378","1-stop
												Via IDR
												",,
01-07-2023,Air India,AI-888,business,Mumbai,19:00,Kolkata,19:10,24h 10m,"50,471",1-stop,,
01-07-2023,Air India,AI-660,economy,Mumbai,18:00,Kolkata,20:05,26h 05m,"12,127",1-stop,,
01-07-2023,Vistara,UK-994,economy,Mumbai,10:25,Kolkata,18:05,07h 40m,"10,699",1-stop,,
01-07-2023,Air India,AI-660,economy,Mumbai,18:00,Kolkata,09:00,15h 00m,"11,623",1-stop,,
01-07-2023,Air India,AI-660,business,Mumbai,18:00,Kolkata,09:00,15h 00m,"50,471",1-stop,,
01-07-2023,Air India,AI-806,economy,Mumbai,08:00,Kolkata,19:10,11h 10m,"12,896",1-stop,,
01-07-2023,GO FIRST,G8-390,economy,Mumbai,05:45,Kolkata,11:35,05h 50m,"7,486",1-stop,,
01-07-2023,Vistara,UK-651,business,Mumbai,16:05,Kolkata,22:45,30h 40m,"74,833",1-stop,,
01-08-2023,Vistara,UK-814,economy,Bangalore,21:10,Chennai,09:55,12h 45m,"6,223",1-stop,,
01-08-2023,Air India,AI-9517,economy,Bangalore,18:50,Chennai,08:00,13h 10m,"3,216",1-stop,,
