flight date,airline,flight_num,class,from,dep_time,to,arr_time,duration,price,stops,Unnamed: 11,Unnamed: 12
02-08-2023,Vistara,UK-951,business,Delhi,14:20,Chennai,23:05,08h 45m,"46,357",1-stop,,
02-08-2023,Air India,AI-868,business,Delhi,18:00,Chennai,10:55,16h 55m,"45,936",1-stop,,
02-08-2023,Vistara,UK-941,economy,Delhi,16:45,Hyderabad,07:50,15h 05m,"6,234",1-stop,,
02-08-2023,Air India,AI-807,economy,Delhi,17:20,Hyderabad,19:00,25h 40m,"6,010",1-stop,,
02-08-2023,AirAsia,I5-779,economy,Delhi,05:20,Hyderabad,19:15,13h 55m,"5,200",1-stop,,
02-08-2023,Indigo,6E-369,economy,Delhi,21:50,Hyderabad,06:55,09h 05m,"4,129",1-stop,,
02-08-2023,Air India,AI-839,economy,Delhi,21:25,Hyderabad,23:35,02h 10m,"2,543",non-stop,,
02-08-2023,Vistara,UK-951,business,Delhi,14:20,Hyderabad,07:50,17h 30m,"39,968",1-stop,,
02-08-2023,GO FIRST,G8-300,economy,Delhi,08:40,Hyderabad,23:20,14h 40m,"9,296",1-stop,,
02-08-2023,GO FIRST,G8-286,economy,Delhi,10:50,Hyderabad,23:20,12h 30m,"9,296",1-stop,,
02-08-2023,Air India,AI-762,economy,Delhi,20:15,Kolkata,22:20,02h 05m,"3,462",non-stop,,
02-08-2023,SpiceJet,SG-8187,economy,Delhi,13:10,Kolkata,14:20,25h 10m,"18,206",1-stop,,
02-08-2023,Indigo,6E-926,economy,Delhi,18:30,Kolkata,00:10,05h 40m,"7,742",1-stop,,
02-08-2023,Vistara,UK-993,business,Delhi,12:50,Kolkata,16:50,28h 00m,"66,512",1-stop,,
02-08-2023,GO FIRST,G8-334,economy,Delhi,08:00,Kolkata,23:35,15h 35m,"6,459",1-stop,,
02-08-2023,Vistara,UK-981,economy,Delhi,21:40,Kolkata,16:50,19h 10m,"6,876",1-stop,,
02-08-2023,Vistara,UK-899,economy,Delhi,14:45,Kolkata,09:40,18h 55m,"10,079",2+-stop,,
02-08-2023,Air India,AI-540,business,Delhi,20:40,Kolkata,09:35,12h 55m,"48,258",1-stop,,
02-08-2023,Vistara,UK-807,business,Delhi,20:40,Mumbai,10:15,13h 35m,"53,961",1-stop,,
02-08-2023,Air India,AI-502,economy,Delhi,13:30,Mumbai,21:05,07h 35m,"6,243",1-stop,,
02-08-2023,Indigo,6E-2081,economy,Delhi,04:45,Mumbai,07:10,02h 25m,"2,434",non-stop,,
02-08-2023,Vistara,UK-839,economy,Delhi,13:30,Mumbai,22:35,09h 05m,"8,786",1-stop,,
02-08-2023,Indigo,6E-607,economy,Delhi,22:15,Mumbai,05:55,07h 40m,"4,060",1-stop,,
02-08-2023,GO FIRST,G8-717,economy,Delhi,16:40,Mumbai,21:25,04h 45m,"3,363",1-stop,,
02-08-2023,GO FIRST,G8-286,economy,Delhi,10:50,Mumbai,18:20,07h 30m,"13,181",1-stop,,
02-08-2023,Air India,AI-542,business,Delhi,09:45,Mumbai,12:15,26h 30m,"43,419","1-stop
												Via Hyderabad
												",,
02-08-2023,Vistara,UK-880,business,Hyderabad,13:25,Bangalore,23:20,09h 55m,"57,553",1-stop,,
02-08-2023,Air India,AI-698,business,Hyderabad,22:15,Bangalore,11:10,12h 55m,"38,614",1-stop,,
02-08-2023,Air India,AI-543,business,Hyderabad,11:20,Bangalore,20:05,08h 45m,"57,439",1-stop,,
02-08-2023,Air India,AI-9875,economy,Hyderabad,11:00,Bangalore,14:55,03h 55m,"2,112","1-stop
												Via KLH
												",,
02-08-2023,Vistara,UK-860,economy,Hyderabad,06:50,Bangalore,18:50,12h 00m,"7,162",1-stop,,
02-08-2023,Air India,AI-525,business,Hyderabad,06:00,Bangalore,01:50,19h 50m,"45,214",1-stop,,
02-08-2023,Vistara,UK-876,business,Hyderabad,21:35,Bangalore,10:45,13h 10m,"38,670",1-stop,,
02-08-2023,Vistara,UK-874,economy,Hyderabad,08:30,Bangalore,17:45,09h 15m,"5,495",1-stop,,
02-08-2023,Indigo,6E-827,economy,Hyderabad,12:00,Chennai,19:15,07h 15m,"2,903",1-stop,,
02-08-2023,Indigo,6E-6151,economy,Hyderabad,09:55,Chennai,11:15,01h 20m,"1,806",non-stop,,
02-08-2023,Vistara,UK-860,business,Hyderabad,06:50,Chennai,22:45,15h 55m,"59,156",1-stop,,
02-08-2023,Vistara,UK-878,economy,Hyderabad,12:55,Chennai,19:55,07h 00m,"6,350",1-stop,,
02-08-2023,Vistara,UK-830,economy,Hyderabad,10:20,Chennai,19:55,09h 35m,"7,693",1-stop,,
02-08-2023,Air India,AI-541,economy,Hyderabad,16:15,Chennai,23:35,07h 20m,"5,438",1-stop,,
02-08-2023,Vistara,UK-876,business,Hyderabad,21:35,Chennai,08:50,11h 15m,"41,934",1-stop,,
02-08-2023,Vistara,UK-876,business,Hyderabad,21:35,Chennai,11:50,14h 15m,"41,934",1-stop,,
02-08-2023,Vistara,UK-878,business,Hyderabad,12:55,Delhi,19:45,06h 50m,"48,106",1-stop,,
02-08-2023,Vistara,UK-878,economy,Hyderabad,12:55,Delhi,19:45,06h 50m,"6,355",1-stop,,
02-08-2023,Vistara,UK-874,business,Hyderabad,08:30,Delhi,21:55,13h 25m,"54,927",1-stop,,
02-08-2023,Vistara,UK-894,economy,Hyderabad,18:30,Delhi,10:40,16h 10m,"5,881",1-stop,,
02-08-2023,Indigo,6E-2456,economy,Hyderabad,17:50,Delhi,19:55,02h 05m,"2,721",non-stop,,
02-08-2023,AirAsia,I5-1543,economy,Hyderabad,14:20,Delhi,22:15,07h 55m,"5,463",1-stop,,
02-08-2023,Vistara,UK-890,economy,Hyderabad,17:40,Delhi,19:55,02h 15m,"2,692",non-stop,,
02-08-2023,Air India,AI-525,economy,Hyderabad,06:00,Delhi,09:15,27h 15m,"4,639",1-stop,,
02-08-2023,Air India,AI-543,economy,Hyderabad,11:20,Kolkata,09:00,21h 40m,"5,261",1-stop,,
02-08-2023,Indigo,6E-944,economy,Hyderabad,20:35,Kolkata,22:40,02h 05m,"3,861",non-stop,,
02-08-2023,Indigo,6E-514,economy,Hyderabad,13:35,Kolkata,20:15,06h 40m,"3,922",1-stop,,
02-08-2023,Vistara,UK-830,economy,Hyderabad,10:20,Kolkata,08:35,22h 15m,"6,338",1-stop,,
02-08-2023,Air India,AI-543,business,Hyderabad,11:20,Kolkata,22:20,11h 00m,"52,483",1-stop,,
02-08-2023,Vistara,UK-880,business,Hyderabad,13:25,Kolkata,09:35,20h 10m,"52,596",1-stop,,
02-08-2023,Air India,AI-840,economy,Hyderabad,20:50,Kolkata,17:35,20h 45m,"7,807",1-stop,,
02-08-2023,Air India,AI-559,economy,Hyderabad,06:30,Kolkata,12:30,30h 00m,"4,412",1-stop,,
02-08-2023,Indigo,6E-793,economy,Hyderabad,16:05,Mumbai,19:40,03h 35m,"18,237",1-stop,,
02-08-2023,Indigo,6E-6433,economy,Hyderabad,22:25,Mumbai,08:10,09h 45m,"5,987",1-stop,,
02-08-2023,Vistara,UK-898,economy,Hyderabad,07:40,Mumbai,16:30,08h 50m,"8,214",1-stop,,
02-08-2023,Vistara,UK-890,business,Hyderabad,17:40,Mumbai,23:50,06h 10m,"65,863",1-stop,,
02-08-2023,Air India,AI-541,economy,Hyderabad,16:15,Mumbai,22:10,05h 55m,"5,149",1-stop,,
02-08-2023,Vistara,UK-894,economy,Hyderabad,18:30,Mumbai,23:25,04h 55m,"3,607",1-stop,,
02-08-2023,Air India,AI-541,business,Hyderabad,16:15,Mumbai,10:10,17h 55m,"46,571",1-stop,,
02-08-2023,Air India,AI-840,business,Hyderabad,20:50,Mumbai,10:10,13h 20m,"46,571",1-stop,,
02-08-2023,AirAsia,I5-371,economy,Kolkata,07:35,Bangalore,16:30,08h 55m,"3,901",1-stop,,
02-08-2023,Indigo,6E-345,economy,Kolkata,09:15,Bangalore,12:05,02h 50m,"3,901",non-stop,,
02-08-2023,Vistara,UK-776,business,Kolkata,17:35,Bangalore,17:45,24h 10m,"53,071",1-stop,,
02-08-2023,Vistara,UK-706,economy,Kolkata,10:15,Bangalore,22:40,12h 25m,"8,722",2+-stop,,
02-08-2023,GO FIRST,G8-519,economy,Kolkata,17:30,Bangalore,07:40,14h 10m,"6,170",1-stop,,
02-08-2023,Air India,AI-732,business,Kolkata,13:00,Bangalore,11:10,22h 10m,"53,071","1-stop
												Via PAT
												",,
02-08-2023,Vistara,UK-720,economy,Kolkata,07:10,Bangalore,17:45,10h 35m,"7,841",2+-stop,,
02-08-2023,Vistara,UK-708,economy,Kolkata,20:25,Bangalore,08:40,12h 15m,"8,192",1-stop,,
02-08-2023,Vistara,UK-772,economy,Kolkata,10:25,Chennai,11:50,25h 25m,"7,478",1-stop,,
02-08-2023,Vistara,UK-706,economy,Kolkata,10:15,Chennai,23:05,12h 50m,"8,887",1-stop,,
02-08-2023,Indigo,6E-822,economy,Kolkata,11:35,Chennai,19:15,07h 40m,"5,796",1-stop,,
02-08-2023,Vistara,UK-706,economy,Kolkata,10:15,Chennai,20:15,10h 00m,"6,281",1-stop,,
02-08-2023,Indigo,6E-135,economy,Kolkata,11:25,Chennai,21:05,09h 40m,"5,242",1-stop,,
02-08-2023,Air India,AI-770,business,Kolkata,20:30,Chennai,12:40,16h 10m,"56,823",1-stop,,
02-08-2023,Vistara,UK-708,economy,Kolkata,20:25,Chennai,22:45,26h 20m,"5,969",1-stop,,
02-08-2023,Vistara,UK-708,business,Kolkata,20:25,Chennai,09:55,13h 30m,"67,054",1-stop,,
02-08-2023,Vistara,UK-772,business,Kolkata,10:25,Delhi,21:35,11h 10m,"86,027",1-stop,,
02-08-2023,Air India,AI-9720,economy,Kolkata,07:45,Delhi,23:55,16h 10m,"6,438","1-stop
												Via Ranchi
												",,
02-08-2023,Air India,AI-747,business,Kolkata,23:15,Delhi,23:55,24h 40m,"58,808",1-stop,,
02-08-2023,Indigo,6E-123,economy,Kolkata,14:25,Delhi,21:10,06h 45m,"6,428",1-stop,,
02-08-2023,Air India,AI-747,economy,Kolkata,23:15,Delhi,13:00,13h 45m,"7,761",1-stop,,
02-08-2023,AirAsia,I5-1563,economy,Kolkata,19:45,Delhi,08:55,13h 10m,"3,950",2+-stop,,
02-08-2023,Air India,AI-526,business,Kolkata,19:00,Delhi,13:50,18h 50m,"44,569",1-stop,,
02-08-2023,Air India,AI-765,business,Kolkata,20:45,Delhi,08:50,12h 05m,"48,800",1-stop,,
02-08-2023,Vistara,UK-738,economy,Kolkata,18:45,Hyderabad,22:55,28h 10m,"5,688",1-stop,,
02-08-2023,Vistara,UK-708,business,Kolkata,20:25,Hyderabad,19:55,23h 30m,"63,189",1-stop,,
02-08-2023,Vistara,UK-778,business,Kolkata,15:20,Hyderabad,12:35,21h 15m,"52,958",1-stop,,
02-08-2023,Air India,AI-676,economy,Kolkata,09:40,Hyderabad,21:35,11h 55m,"6,045",1-stop,,
02-08-2023,Air India,AI-526,business,Kolkata,19:00,Hyderabad,21:15,02h 15m,"20,661",non-stop,,
02-08-2023,Vistara,UK-706,business,Kolkata,10:15,Hyderabad,12:35,26h 20m,"52,958",1-stop,,
02-08-2023,Vistara,UK-708,economy,Kolkata,20:25,Hyderabad,22:55,26h 30m,"5,688",1-stop,,
02-08-2023,Vistara,UK-706,business,Kolkata,10:15,Hyderabad,20:55,10h 40m,"81,014",1-stop,,
02-08-2023,AirAsia,I5-991,economy,Kolkata,16:15,Mumbai,07:15,15h 00m,"3,413",1-stop,,
02-08-2023,Vistara,UK-772,business,Kolkata,10:25,Mumbai,13:00,02h 35m,"32,462",non-stop,,
02-08-2023,Indigo,6E-6021,economy,Kolkata,13:55,Mumbai,23:25,09h 30m,"7,082",1-stop,,
02-08-2023,Air India,AI-732,business,Kolkata,13:00,Mumbai,17:50,04h 50m,"32,462","1-stop
												Via PAT
												",,
02-08-2023,Vistara,UK-778,economy,Kolkata,15:20,Mumbai,22:50,07h 30m,"6,572",1-stop,,
02-08-2023,Vistara,UK-778,economy,Kolkata,15:20,Mumbai,22:00,06h 40m,"6,798",1-stop,,
02-08-2023,Vistara,UK-738,economy,Kolkata,18:45,Mumbai,11:35,16h 50m,"6,128",1-stop,,
02-08-2023,Air India,AI-402,business,Kolkata,10:25,Mumbai,18:00,07h 35m,"51,025",1-stop,,
02-08-2023,Vistara,UK-902,economy,Mumbai,15:45,Bangalore,22:40,06h 55m,"6,833",1-stop,,
02-08-2023,Vistara,UK-928,business,Mumbai,06:30,Bangalore,17:00,10h 30m,"63,385",1-stop,,
02-08-2023,Air India,AI-607,economy,Mumbai,16:45,Bangalore,18:30,01h 45m,"2,153",non-stop,,
02-08-2023,Vistara,UK-958,business,Mumbai,12:25,Bangalore,23:20,10h 55m,"55,427",1-stop,,
02-08-2023,Air India,AI-611,business,Mumbai,11:10,Bangalore,12:50,25h 40m,"43,184",1-stop,,
02-08-2023,Air India,AI-809,business,Mumbai,10:00,Bangalore,00:10,14h 10m,"55,427",1-stop,,
02-08-2023,Vistara,UK-944,economy,Mumbai,14:40,Bangalore,22:40,08h 00m,"6,833",1-stop,,
02-08-2023,Air India,AI-864,economy,Mumbai,07:00,Bangalore,20:05,13h 05m,"6,567",1-stop,,
02-08-2023,Vistara,UK-988,business,Mumbai,20:55,Chennai,20:15,23h 20m,"80,141",1-stop,,
02-08-2023,Vistara,UK-958,business,Mumbai,12:25,Chennai,20:15,07h 50m,"50,357",1-stop,,
02-08-2023,Air India,AI-442,economy,Mumbai,15:35,Chennai,23:35,08h 00m,"5,204","1-stop
												Via IXU
												",,
02-08-2023,Indigo,6E-5217,economy,Mumbai,16:20,Chennai,22:05,05h 45m,"4,110",1-stop,,
02-08-2023,Vistara,UK-852,economy,Mumbai,12:10,Chennai,22:45,10h 35m,"7,884",2+-stop,,
02-08-2023,Indigo,6E-5236,economy,Mumbai,04:50,Chennai,12:30,07h 40m,"2,757",1-stop,,
02-08-2023,Air India,AI-888,business,Mumbai,19:00,Chennai,19:00,24h 00m,"50,357",1-stop,,
02-08-2023,Air India,AI-806,business,Mumbai,08:00,Chennai,23:35,15h 35m,"50,357",1-stop,,
02-08-2023,Vistara,UK-655,economy,Mumbai,11:30,Delhi,16:45,05h 15m,"5,020",1-stop,,
02-08-2023,Air India,AI-570,economy,Mumbai,05:20,Delhi,13:00,07h 40m,"5,154",1-stop,,
02-08-2023,Vistara,UK-877,economy,Mumbai,10:45,Delhi,15:40,04h 55m,"5,602",1-stop,,
02-08-2023,Vistara,UK-775,economy,Mumbai,14:00,Delhi,21:10,07h 10m,"7,916",1-stop,,
02-08-2023,Vistara,UK-873,economy,Mumbai,06:20,Delhi,19:55,13h 35m,"5,602",1-stop,,
02-08-2023,Air India,AI-651,economy,Mumbai,09:50,Delhi,19:45,09h 55m,"6,363","1-stop
												Via Raipur
												",,
02-08-2023,Vistara,UK-944,economy,Mumbai,14:40,Delhi,16:55,02h 15m,"2,362",non-stop,,
02-08-2023,Air India,AI-685,economy,Mumbai,05:05,Delhi,16:45,11h 40m,"16,544",1-stop,,
02-08-2023,Air India,AI-867,economy,Mumbai,21:30,Hyderabad,19:20,21h 50m,"4,639",1-stop,,
02-08-2023,GO FIRST,G8-7557,economy,Mumbai,12:30,Hyderabad,19:35,07h 05m,"5,484",1-stop,,
02-08-2023,Indigo,6E-5208,economy,Mumbai,17:10,Hyderabad,18:35,01h 25m,"2,930",non-stop,,
02-08-2023,Vistara,UK-970,economy,Mumbai,08:45,Hyderabad,19:55,11h 10m,"5,468",1-stop,,
02-08-2023,Air India,AI-633,economy,Mumbai,05:45,Hyderabad,10:30,28h 45m,"5,916",2+-stop,,
02-08-2023,Vistara,UK-988,business,Mumbai,20:55,Hyderabad,12:35,15h 40m,"76,276",1-stop,,
02-08-2023,Indigo,6E-179,economy,Mumbai,11:30,Hyderabad,15:45,04h 15m,"7,965",1-stop,,
02-08-2023,GO FIRST,G8-321,economy,Mumbai,12:15,Hyderabad,21:50,09h 35m,"4,377",1-stop,,
02-08-2023,Vistara,UK-994,business,Mumbai,10:25,Kolkata,19:35,09h 10m,"62,976",1-stop,,
02-08-2023,Air India,AI-660,business,Mumbai,18:00,Kolkata,14:30,20h 30m,"50,471",1-stop,,
02-08-2023,Air India,AI-774,economy,Mumbai,20:55,Kolkata,23:40,02h 45m,"3,209",non-stop,,
02-08-2023,Air India,AI-637,economy,Mumbai,18:35,Kolkata,09:00,14h 25m,"7,617",2+-stop,,
02-08-2023,Air India,AI-809,economy,Mumbai,10:00,Kolkata,08:05,22h 05m,"6,667",1-stop,,
02-08-2023,Air India,AI-864,economy,Mumbai,07:00,Kolkata,22:20,15h 20m,"5,557",1-stop,,
02-08-2023,Vistara,UK-986,business,Mumbai,22:45,Kolkata,18:05,19h 20m,"50,471",1-stop,,
02-08-2023,Vistara,UK-950,business,Mumbai,21:55,Kolkata,19:35,21h 40m,"62,976",1-stop,,
03-07-2023,Vistara,UK-854,economy,Bangalore,18:25,Chennai,23:05,04h 40m,"9,333",1-stop,,
03-07-2023,Air India,AI-808,economy,Bangalore,21:00,Chennai,08:55,11h 55m,"19,866",1-stop,,
03-07-2023,Vistara,UK-846,business,Bangalore,08:30,Chennai,19:55,11h 25m,"44,944",1-stop,,
03-07-2023,Vistara,UK-802,economy,Bangalore,18:50,Chennai,09:55,15h 05m,"12,579",1-stop,,
03-07-2023,Indigo,6E-6212,economy,Bangalore,10:55,Chennai,12:00,01h 05m,"3,533",non-stop,,
03-07-2023,Vistara,UK-657,economy,Bangalore,11:30,Chennai,22:45,11h 15m,"18,496",2+-stop,,
03-07-2023,Vistara,UK-850,business,Bangalore,19:55,Chennai,11:50,15h 55m,"44,944",1-stop,,
03-07-2023,Air India,AI-610,economy,Bangalore,19:10,Chennai,07:20,12h 10m,"10,851",1-stop,,
03-07-2023,Air India,AI-610,business,Bangalore,19:10,Delhi,18:15,23h 05m,"43,159",1-stop,,
03-07-2023,Vistara,UK-852,economy,Bangalore,09:30,Delhi,16:20,06h 50m,"14,395","1-stop
												Via Mumbai
												",,
03-07-2023,Air India,AI-748,economy,Bangalore,02:40,Delhi,09:15,06h 35m,"10,851",1-stop,,
03-07-2023,Indigo,6E-702,economy,Bangalore,06:55,Delhi,16:10,09h 15m,"12,177",1-stop,,
03-07-2023,Indigo,6E-6386,economy,Bangalore,20:10,Delhi,23:10,03h 00m,"7,563",non-stop,,
03-07-2023,Air India,AI-640,economy,Bangalore,06:45,Delhi,20:25,13h 40m,"10,851",1-stop,,
03-07-2023,Vistara,UK-852,economy,Bangalore,09:30,Delhi,20:40,11h 10m,"11,700",1-stop,,
03-07-2023,Vistara,UK-846,business,Bangalore,08:30,Delhi,18:05,09h 35m,"55,664",1-stop,,
03-07-2023,Vistara,UK-850,economy,Bangalore,19:55,Hyderabad,07:50,11h 55m,"7,891",1-stop,,
03-07-2023,Air India,AI-808,business,Bangalore,21:00,Hyderabad,10:30,13h 30m,"57,323",1-stop,,
03-07-2023,Vistara,UK-810,business,Bangalore,07:00,Hyderabad,19:55,12h 55m,"57,437",1-stop,,
03-07-2023,Air India,AI-9547,economy,Bangalore,19:00,Hyderabad,21:05,26h 05m,"7,882",1-stop,,
03-07-2023,Air India,AI-610,business,Bangalore,19:10,Hyderabad,21:35,26h 25m,"38,498",1-stop,,
03-07-2023,Vistara,UK-814,business,Bangalore,21:10,Hyderabad,12:35,15h 25m,"57,437",1-stop,,
03-07-2023,Vistara,UK-866,economy,Bangalore,21:40,Hyderabad,07:50,10h 10m,"7,891",1-stop,,
03-07-2023,Air India,AI-804,business,Bangalore,06:10,Hyderabad,23:35,17h 25m,"57,323",1-stop,,
03-07-2023,Air India,AI-565,economy,Bangalore,13:50,Kolkata,22:20,32h 30m,"15,690",2+-stop,,
03-07-2023,Vistara,UK-802,business,Bangalore,18:50,Kolkata,19:35,24h 45m,"63,121",1-stop,,
03-07-2023,Vistara,UK-866,business,Bangalore,21:40,Kolkata,16:50,19h 10m,"52,594",1-stop,,
03-07-2023,Vistara,UK-846,economy,Bangalore,08:30,Kolkata,16:50,08h 20m,"12,534",1-stop,,
03-07-2023,GO FIRST,G8-118,economy,Bangalore,21:55,Kolkata,08:00,10h 05m,"5,229",1-stop,,
03-07-2023,Vistara,UK-816,business,Bangalore,11:30,Kolkata,18:05,06h 35m,"61,416",1-stop,,
03-07-2023,Vistara,UK-812,economy,Bangalore,09:45,Kolkata,19:35,09h 50m,"13,391",1-stop,,
03-07-2023,Indigo,6E-524,economy,Bangalore,10:45,Kolkata,18:40,07h 55m,"12,495",1-stop,,
03-07-2023,Vistara,UK-852,economy,Bangalore,09:30,Mumbai,11:25,01h 55m,"5,337",non-stop,,
03-07-2023,Air India,AI-501,business,Bangalore,13:20,Mumbai,22:10,08h 50m,"55,504",1-stop,,
03-07-2023,Vistara,UK-852,business,Bangalore,09:30,Mumbai,11:25,01h 55m,"21,071",non-stop,,
03-07-2023,Vistara,UK-808,business,Bangalore,08:00,Mumbai,14:00,06h 00m,"70,396",1-stop,,
03-07-2023,Vistara,UK-816,economy,Bangalore,11:30,Mumbai,22:50,11h 20m,"11,317",1-stop,,
03-07-2023,Vistara,UK-814,economy,Bangalore,21:10,Mumbai,09:45,12h 35m,"11,317",1-stop,,
03-07-2023,Air India,AI-565,business,Bangalore,13:50,Mumbai,15:05,25h 15m,"45,317",1-stop,,
03-07-2023,Air India,AI-808,business,Bangalore,21:00,Mumbai,18:00,21h 00m,"55,504",1-stop,,
03-07-2023,Vistara,UK-826,economy,Chennai,12:30,Bangalore,19:15,06h 45m,"9,196",1-stop,,
03-07-2023,Vistara,UK-828,business,Chennai,07:00,Bangalore,19:15,12h 15m,"44,806",1-stop,,
03-07-2023,Vistara,UK-826,business,Chennai,12:30,Bangalore,10:45,22h 15m,"44,806",1-stop,,
03-07-2023,Air India,AI-440,economy,Chennai,06:10,Bangalore,20:05,13h 55m,"14,532",1-stop,,
03-07-2023,Indigo,6E-6113,economy,Chennai,14:30,Bangalore,15:40,01h 10m,"3,714",non-stop,,
03-07-2023,Vistara,UK-826,business,Chennai,12:30,Bangalore,22:50,10h 20m,"44,806",1-stop,,
03-07-2023,Vistara,UK-834,business,Chennai,17:10,Bangalore,23:20,06h 10m,"61,164",1-stop,,
03-07-2023,Vistara,UK-824,economy,Chennai,20:30,Bangalore,08:50,12h 20m,"11,767",1-stop,,
03-07-2023,Vistara,UK-828,economy,Chennai,07:00,Delhi,16:20,09h 20m,"16,802",1-stop,,
03-07-2023,Indigo,6E-2752,economy,Chennai,19:40,Delhi,22:25,02h 45m,"7,956",non-stop,,
03-07-2023,Vistara,UK-826,economy,Chennai,12:30,Delhi,21:35,09h 05m,"16,301",1-stop,,
03-07-2023,Vistara,UK-822,economy,Chennai,09:45,Delhi,20:40,10h 55m,"12,305",1-stop,,
03-07-2023,Vistara,UK-828,economy,Chennai,07:00,Delhi,18:05,11h 05m,"11,987",1-stop,,
03-07-2023,Air India,AI-672,economy,Chennai,14:55,Delhi,23:55,33h 00m,"14,620",1-stop,,
03-07-2023,Indigo,6E-613,economy,Chennai,18:15,Delhi,21:00,02h 45m,"8,910",non-stop,,
03-07-2023,Vistara,UK-822,economy,Chennai,09:45,Delhi,22:25,12h 40m,"16,301",1-stop,,
03-07-2023,Indigo,6E-6113,economy,Chennai,14:30,Hyderabad,21:30,07h 00m,"5,406",1-stop,,
03-07-2023,Vistara,UK-822,economy,Chennai,09:45,Hyderabad,19:55,10h 10m,"15,538",1-stop,,
03-07-2023,Air India,AI-538,economy,Chennai,20:20,Hyderabad,19:20,23h 00m,"13,471",2+-stop,,
03-07-2023,Vistara,UK-838,economy,Chennai,21:05,Hyderabad,12:35,15h 30m,"12,532",1-stop,,
03-07-2023,Air India,AI-440,business,Chennai,06:10,Hyderabad,19:20,13h 10m,"52,115",1-stop,,
03-07-2023,Vistara,UK-822,business,Chennai,09:45,Hyderabad,07:50,22h 05m,"41,680",1-stop,,
03-07-2023,Air India,AI-538,economy,Chennai,20:20,Hyderabad,17:35,21h 15m,"13,328",2+-stop,,
03-07-2023,Vistara,UK-826,economy,Chennai,12:30,Hyderabad,12:15,23h 45m,"8,475",1-stop,,
03-07-2023,Vistara,UK-824,economy,Chennai,20:30,Kolkata,09:40,13h 10m,"14,154",1-stop,,
03-07-2023,Indigo,6E-5002,economy,Chennai,11:10,Kolkata,20:55,09h 45m,"5,092",1-stop,,
03-07-2023,Vistara,UK-838,business,Chennai,21:05,Kolkata,18:05,21h 00m,"66,439",1-stop,,
03-07-2023,Vistara,UK-826,economy,Chennai,12:30,Kolkata,16:50,28h 20m,"14,154",1-stop,,
03-07-2023,Indigo,6E-6213,economy,Chennai,07:40,Kolkata,14:50,07h 10m,"10,767",1-stop,,
03-07-2023,Vistara,UK-828,economy,Chennai,07:00,Kolkata,19:55,12h 55m,"12,532",1-stop,,
03-07-2023,Air India,AI-430,business,Chennai,09:55,Kolkata,19:10,09h 15m,"56,208",1-stop,,
03-07-2023,Vistara,UK-828,economy,Chennai,07:00,Kolkata,16:50,09h 50m,"13,253",1-stop,,
03-07-2023,Vistara,UK-832,business,Chennai,06:55,Mumbai,17:40,10h 45m,"62,801",1-stop,,
03-07-2023,Indigo,6E-5394,economy,Chennai,07:05,Mumbai,09:05,02h 00m,"7,850",non-stop,,
03-07-2023,Vistara,UK-836,economy,Chennai,10:45,Mumbai,21:50,11h 05m,"17,213",1-stop,,
03-07-2023,Air India,AI-430,economy,Chennai,09:55,Mumbai,22:10,12h 15m,"9,232",1-stop,,
03-07-2023,Vistara,UK-832,business,Chennai,06:55,Mumbai,23:50,16h 55m,"62,801",1-stop,,
03-07-2023,Vistara,UK-838,economy,Chennai,21:05,Mumbai,17:40,20h 35m,"12,532",1-stop,,
03-07-2023,Vistara,UK-838,economy,Chennai,21:05,Mumbai,19:05,22h 00m,"12,532",1-stop,,
03-07-2023,Vistara,UK-836,business,Chennai,10:45,Mumbai,22:00,11h 15m,"70,759",1-stop,,
03-07-2023,Air India,AI-411,economy,Delhi,07:05,Bangalore,19:50,12h 45m,"12,272",1-stop,,
03-07-2023,Vistara,UK-933,business,Delhi,15:30,Bangalore,20:55,05h 25m,"55,599",1-stop,,
03-07-2023,Air India,AI-502,economy,Delhi,13:30,Bangalore,16:15,02h 45m,"7,499",non-stop,,
03-07-2023,Air India,AI-506,business,Delhi,09:45,Bangalore,12:30,02h 45m,"33,352",non-stop,,
03-07-2023,Vistara,UK-807,business,Delhi,20:40,Bangalore,23:20,02h 40m,"33,352",non-stop,,
03-07-2023,Vistara,UK-995,business,Delhi,10:20,Bangalore,22:50,12h 30m,"63,670",1-stop,,
03-07-2023,Vistara,UK-993,economy,Delhi,12:50,Bangalore,22:50,10h 00m,"10,787",1-stop,,
03-07-2023,Vistara,UK-985,business,Delhi,19:50,Bangalore,07:50,12h 00m,"63,556",1-stop,,
03-07-2023,Air India,AI-636,business,Delhi,14:30,Chennai,07:20,16h 50m,"45,936","1-stop
												Via IDR
												",,
03-07-2023,Vistara,UK-985,business,Delhi,19:50,Chennai,08:50,13h 00m,"66,819",1-stop,,
03-07-2023,Indigo,6E-2247,economy,Delhi,11:00,Chennai,20:05,09h 05m,"8,030",1-stop,,
03-07-2023,SpiceJet,SG-8709,economy,Delhi,18:55,Chennai,08:00,13h 05m,"7,499",1-stop,,
03-07-2023,Vistara,UK-963,economy,Delhi,08:50,Chennai,19:55,11h 05m,"11,635",1-stop,,
03-07-2023,Vistara,UK-815,economy,Delhi,08:05,Chennai,23:05,15h 00m,"16,374",2+-stop,,
03-07-2023,Air India,AI-865,business,Delhi,10:40,Chennai,10:55,24h 15m,"45,936",1-stop,,
